Merchant Exchange Building|37.7749295|-122.4194155
Harrison Street (The Embarcadero)|37.773256|-122.4091853
City Club (155 Sansome Street)|37.7917733|-122.4008929
301 Howard Street|37.789498|-122.394265
1 Bush Street|37.79092199999999|-122.4001
San Francisco Zoo (2701 Sloat Blvd.)|37.7354887|-122.5031153
Market Street|37.773529|-122.4212726
1227 Montgomery Street|37.8004649|-122.4045391
Coffee Dan's (O'Farrell Street at Powell)|37.7749295|-122.4194155
Mandarin Theatre (1021 Grant Avenue)|37.796333|-122.407032
Fomer Hall of Justice (750 Kearny Street at Washington)|37.7749295|-122.4194155
Pier 41|37.8090786|-122.4119338
2090 Jackson Street|37.793415|-122.429428
100 Block of Lombard Street|37.8040671|-122.4033978
Burritt Alley (Off Bush Street, between Powell and Stockton Streets)|37.7967142|-122.4084476
skyline/ exterior scenes|37.7749295|-122.4194155
Moscone Convention Center|37.784173|-122.401557
Sansome Street (The Embarcadero)|37.80453|-122.4034734
Montgomery & Vallejo Streets (Telegraph Hill)|37.7991857|-122.4040742
Market & 2nd Streets|37.7892536|-122.4014483
Hayes & Polk Streets (Civic Center)|37.7775135|-122.4180647
Battery Street (The Embarcadero)|37.8032072|-122.4020012
900 Block of Grant Avenue (Chinatown)|37.7954105|-122.4063727
700 Block of Jackson Street (Chinatown)|37.7960495|-122.4066909
200 Block of Sansome Street (Financial District)|37.79229600000001|-122.400707
Firestation #3 (Brazil Avenue and Athens Street)|37.72009|-122.429599
Broadway Tunnel (Broadway between Powell and Larkin)|37.7749295|-122.4194155
724 Brazil Avenue|37.721611|-122.428894
2601 Lyon Street|37.794673|-122.446996
Golden Gate Park Children's Playground |37.7722924|-122.4483162
Glide Memorial Church (434 Ellis St)|37.7851562|-122.4113273
Glen Park Subway Station|37.7749295|-122.4194155
Cow Palace|36.7606931|-121.7657346
American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)|37.7558338|-122.4122209
The San Francisco Bay|37.6909682|-122.3107517
New Russian Hill Market (1198 Pacific Avenue at Jones)|37.7749295|-122.4194155
Golden Gate National Recreation Area|37.8345044|-122.5047922
San Francisco Fire Station 38 (2150 California Street, Pacific Heights)|37.7895354|-122.4298217
Hyatt Regency Hotel (5 Embarcadero Center, Financial District)|37.7942951|-122.3958148
Firestation #38 (California & Laguna)|37.7749295|-122.4194155
Bank of America Building (555 California Street, Financial District)|37.7921195|-122.4038279
2898 Vallejo Street|37.7941298|-122.4449456
Pleasant Street at Taylor|37.793018|-122.4127482
Montgomery Street at Union Street|37.8010394|-122.4044855
Lincoln Park|37.7827968|-122.5116069
Old St. Mary's Church (660 California Street at Grant)|37.7749295|-122.4194155
Lombard & Laguna Streets (Marina District)|37.8005309|-122.4310847
Lombard & Fillmore Streets (Marina District)|37.7998893|-122.4360998
Lombard & Divisadero Streets (Marina District)|37.7989652|-122.4426209
Lombard & Broderick Streets (Marina District)|37.798855|-122.4443261
Intersection of Fulton & 6th Streets (Chinatown)|37.7754976|-122.4018463
Intersection of California & Grant Streets (Richmond District)|37.792486|-122.4059615
Huntington Park (California & Taylor Streets, Nob Hill)|37.793018|-122.4127482
Ghiradelli Square (900 North Point Street, Fisherman's Wharf)|37.8056595|-122.4223079
Chestnut & Davisadero Streets (Marina District)|37.7999769|-122.4428441
Broadway at Osgood Street (North Beach)|37.7983359|-122.4030815
2340 Francisco Street|37.801086|-122.443895
100 Block of Union Street (Cow Hollow)|37.7970925|-122.4354545
Veterans' War Memorial Building (401 Van Ness Avenue)|37.7796502|-122.4205512
The Saloon (1232 Grant Avenue)|37.7985867|-122.4070229
Red's Java House (Pier 30-32, The Embarcadero)|37.7873615|-122.387371
Piers 30-32|37.7873615|-122.387371
Pier 24|37.790282|-122.386866
Mojito (1337-1339 Grant Avenue)|37.7992944|-122.4073969
McCovey Point, China Basin Park (24 Willy Mays Plaza)|37.7781551|-122.3912407
La Bodega (1332 Grant Avenue at Vallejo)|37.7749295|-122.4194155
Mecca Restaurant (2029 Market Street)|37.7683754|-122.4275841
Under Highway 101 (near Potrero and Cesar Chavez Streets)|37.7475684|-122.4292555
Project Artaud (Florida Street)|37.7575436|-122.4105342
Carona Heights Park|37.7653122|-122.4385846
544 Natoma (SOMA)|37.779449|-122.4087213
422 Oak Street at Laguna|37.774738|-122.426386
3567 18th Street|37.7615944|-122.4230814
York Hotel (940 Sutter Street)|37.7884435|-122.4158845
Park Hill Sanatorium (351 Buena Vista Avenue East)|37.766883|-122.439604
Mission San Juan Bautista (2nd & Mariposa Streets)|37.76364299999999|-122.4005248
Gough & Eddy Streets (Western Addition)|37.7824876|-122.4241111
Ernie's Restaurant (847 Montgomery Street)|37.79697480000001|-122.4036592
Claude Lane at Bush Street|37.7907065|-122.4044856
California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)|37.7749295|-122.4194155
900 Lombard Street|37.8024756|-122.4166335
1007 Gough Street|37.7825466|-122.4241443
San Francisco Hilton (333 O'Farrell Street)|37.7859447|-122.4110567
Lombard Street between Hyde and Leavenworth|37.7749295|-122.4194155
Hyde Street Pier|37.8094834|-122.4218196
22nd Avenue & Balboa Street (Richmond District)|37.7764455|-122.481262
Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)|37.78782959999999|-122.4085982
Spring Valley School (1451 Jackson Street)|37.7944523|-122.4189173
International Studies Academy (993 Vermont Street, Potrero Hill)|37.7571929|-122.4031392
Grant Street at Pacific Avenue|37.7969186|-122.4068665
Cybelle's Pizza (1000 Bush Street)|37.7896824|-122.4140212
Buena Vista Café (2765 Hyde Street)|37.8064197|-122.4205463
766 Vallejo Street at Stockton Street (North Beach)|37.7985489|-122.4098748
1521 Masonic Avenue at Piedmont Street|37.765892|-122.444467
Cable Car Signal Box (California Street at Powell Street)|37.7955356|-122.4099078
835-865 Market Street at 5th Street|37.7840081|-122.408092
819 Mason Street at Pine|37.791162|-122.41091
772 Commercial Street at Kearney|37.793997|-122.40587
1801 Laguna at Bush|37.7877516|-122.4287783
312 Fillmore Street|37.7721721|-122.4303801
SF Chronicle Building (901 Mission St)|37.789144|-122.398622
